nif,name,date,payed,amount,concept,freelance
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
64-0336736,Zoomzone,2017/09/11,true,6461.44,Greater rhea,false
45-4228792,Zoomzone,2017/12/05,true,6229.91,Carpet python,false
64-0336736,Zoomzone,2017/09/11,true,6461.44,Greater rhea,false
45-4228792,Zoomzone,2017/12/05,true,6229.91,Carpet python,false
64-0336736,Zoomzone,2017/09/11,true,6461.44,Greater rhea,false
45-4228792,Zoomzone,2017/12/05,true,6229.91,Carpet python,false
